,time,open,high,low,close,volume
0,2023-03-20 01:24:00,1775.65,1777.97,1775.64,1777.51,5886.729
1,2023-03-20 01:27:00,1777.52,1778.43,1775.59,1776.31,5027.581
2,2023-03-20 01:30:00,1776.37,1777.68,1775.41,1776.18,3899.223
3,2023-03-20 01:33:00,1776.28,1778.35,1776.28,1776.6,4196.853
4,2023-03-20 01:36:00,1776.6,1779.0,1774.88,1775.92,8166.812
5,2023-03-20 01:39:00,1775.92,1775.92,1773.56,1773.66,7467.278
6,2023-03-20 01:42:00,1773.65,1777.91,1773.3,1777.48,7636.932
7,2023-03-20 01:45:00,1777.48,1778.93,1775.01,1777.52,6278.928
8,2023-03-20 01:48:00,1777.52,1778.53,1776.28,1776.65,4297.485
9,2023-03-20 01:51:00,1776.65,1776.65,1770.25,1772.42,12337.367
10,2023-03-20 01:54:00,1772.41,1775.72,1770.43,1774.62,11440.073
11,2023-03-20 01:57:00,1774.62,1775.17,1773.7,1774.17,4794.998
12,2023-03-20 02:00:00,1774.18,1775.49,1773.5,1773.69,7540.131
13,2023-03-20 02:03:00,1773.69,1774.4,1771.99,1773.59,11278.064
14,2023-03-20 02:06:00,1773.6,1778.99,1771.1,1778.72,17656.991
15,2023-03-20 02:09:00,1778.72,1778.73,1775.24,1775.25,5796.184
16,2023-03-20 02:12:00,1775.25,1779.31,1774.79,1778.59,10064.539
17,2023-03-20 02:15:00,1778.58,1779.19,1777.23,1777.3,4645.367
18,2023-03-20 02:18:00,1777.3,1777.53,1775.73,1775.76,3943.602
19,2023-03-20 02:21:00,1775.76,1776.25,1774.36,1774.78,2947.513
20,2023-03-20 02:24:00,1774.77,1775.3,1774.25,1775.28,2595.596
21,2023-03-20 02:27:00,1775.29,1775.66,1772.33,1772.33,5310.72
22,2023-03-20 02:30:00,1772.33,1774.12,1771.94,1773.43,3811.899
23,2023-03-20 02:33:00,1773.43,1773.79,1770.13,1770.58,5874.376
24,2023-03-20 02:36:00,1770.58,1770.96,1755.0,1761.45,56522.942
25,2023-03-20 02:39:00,1761.3,1761.48,1754.0,1757.88,50355.429
26,2023-03-20 02:42:00,1757.87,1759.86,1749.25,1754.95,47408.155
27,2023-03-20 02:45:00,1754.95,1765.0,1751.67,1762.18,59365.84
28,2023-03-20 02:48:00,1762.18,1765.45,1760.18,1761.26,14749.915
29,2023-03-20 02:51:00,1761.26,1766.0,1761.11,1765.87,8861.635
30,2023-03-20 02:54:00,1765.88,1766.5,1763.66,1765.32,7119.803
31,2023-03-20 02:57:00,1765.32,1766.51,1764.21,1765.76,6808.717
32,2023-03-20 03:00:00,1765.76,1766.51,1763.99,1765.83,8466.847
33,2023-03-20 03:03:00,1765.84,1767.75,1764.88,1766.29,6660.584
34,2023-03-20 03:06:00,1766.29,1766.72,1764.55,1764.65,4285.651
35,2023-03-20 03:09:00,1764.74,1766.2,1763.49,1764.04,5897.019
36,2023-03-20 03:12:00,1764.04,1764.89,1761.79,1764.76,5868.689
37,2023-03-20 03:15:00,1764.76,1764.82,1762.18,1763.66,6076.45
38,2023-03-20 03:18:00,1763.66,1763.99,1759.09,1761.17,8857.974
39,2023-03-20 03:21:00,1761.17,1761.6,1755.68,1757.8,16612.262
40,2023-03-20 03:24:00,1757.72,1757.72,1743.81,1753.54,60615.19
41,2023-03-20 03:27:00,1753.54,1754.47,1750.24,1751.02,15084.759
42,2023-03-20 03:30:00,1751.01,1752.58,1740.14,1744.07,39999.475
43,2023-03-20 03:33:00,1744.07,1749.5,1743.95,1747.93,17858.156
44,2023-03-20 03:36:00,1747.92,1754.24,1747.92,1751.51,13389.587
45,2023-03-20 03:39:00,1751.5,1752.2,1747.91,1749.15,7565.473
46,2023-03-20 03:42:00,1749.14,1751.78,1746.71,1751.04,18422.698
47,2023-03-20 03:45:00,1751.04,1752.5,1747.75,1750.51,8351.407
48,2023-03-20 03:48:00,1750.51,1753.66,1743.66,1744.52,13924.569
49,2023-03-20 03:51:00,1744.38,1748.61,1743.13,1745.32,16375.489
50,2023-03-20 03:54:00,1745.32,1750.72,1744.48,1749.53,11342.015
51,2023-03-20 03:57:00,1749.59,1751.77,1749.0,1750.61,8652.022
52,2023-03-20 04:00:00,1750.6,1750.6,1734.2,1737.3,43455.78
53,2023-03-20 04:03:00,1737.36,1749.26,1737.31,1748.56,26471.231
54,2023-03-20 04:06:00,1748.56,1750.46,1745.81,1749.6,15060.131
55,2023-03-20 04:09:00,1749.6,1751.87,1747.67,1749.75,7531.65
56,2023-03-20 04:12:00,1749.76,1751.89,1748.76,1750.74,6331.602
57,2023-03-20 04:15:00,1750.73,1752.64,1749.56,1751.83,9434.872
58,2023-03-20 04:18:00,1751.83,1752.8,1750.6,1751.75,5738.846
59,2023-03-20 04:21:00,1751.74,1754.07,1751.55,1753.59,6282.818
60,2023-03-20 04:24:00,1753.59,1754.1,1751.61,1753.18,5367.262
61,2023-03-20 04:27:00,1753.19,1754.4,1751.89,1753.46,5903.984
62,2023-03-20 04:30:00,1753.46,1754.0,1751.71,1752.47,5782.17
63,2023-03-20 04:33:00,1752.47,1752.47,1750.9,1751.72,4657.511
64,2023-03-20 04:36:00,1751.73,1752.58,1750.29,1751.57,4228.592
65,2023-03-20 04:39:00,1751.56,1752.25,1748.96,1750.66,5658.567
66,2023-03-20 04:42:00,1750.66,1750.73,1749.28,1749.35,3053.219
67,2023-03-20 04:45:00,1749.34,1752.5,1748.87,1752.19,3786.322
68,2023-03-20 04:48:00,1752.18,1753.67,1751.75,1752.0,4476.803
69,2023-03-20 04:51:00,1752.01,1752.34,1750.01,1750.5,3563.36
70,2023-03-20 04:54:00,1750.51,1752.22,1750.22,1751.62,1702.893
71,2023-03-20 04:57:00,1751.62,1752.01,1750.04,1751.26,2337.008
72,2023-03-20 05:00:00,1751.25,1751.64,1750.31,1751.14,5653.793
73,2023-03-20 05:03:00,1751.14,1752.54,1751.06,1751.36,4068.669
74,2023-03-20 05:06:00,1751.35,1753.64,1751.35,1753.64,3209.67
75,2023-03-20 05:09:00,1753.64,1753.86,1752.05,1753.71,2867.483
76,2023-03-20 05:12:00,1753.71,1757.2,1753.53,1756.08,16371.418
77,2023-03-20 05:15:00,1756.08,1756.49,1754.5,1754.79,4050.715
78,2023-03-20 05:18:00,1754.79,1754.8,1752.86,1752.86,6702.093
79,2023-03-20 05:21:00,1752.86,1753.9,1752.1,1752.9,3587.863
80,2023-03-20 05:24:00,1752.9,1754.25,1752.1,1754.1,2844.417
81,2023-03-20 05:27:00,1754.09,1755.81,1752.85,1755.39,2925.591
82,2023-03-20 05:30:00,1755.38,1755.59,1754.16,1755.49,3180.913
83,2023-03-20 05:33:00,1755.49,1755.53,1754.09,1755.09,2602.023
84,2023-03-20 05:36:00,1755.06,1755.06,1752.66,1752.97,4267.355
85,2023-03-20 05:39:00,1752.98,1754.71,1752.36,1753.34,2934.64
86,2023-03-20 05:42:00,1753.33,1753.64,1752.06,1753.33,5221.22
87,2023-03-20 05:45:00,1753.34,1754.0,1752.57,1753.6,2728.058
88,2023-03-20 05:48:00,1753.6,1753.6,1751.55,1752.89,2750.587
89,2023-03-20 05:51:00,1752.9,1754.9,1752.25,1754.89,3383.914
90,2023-03-20 05:54:00,1754.89,1755.69,1753.95,1755.69,3121.862
91,2023-03-20 05:57:00,1755.68,1759.39,1755.31,1758.68,7010.798
92,2023-03-20 06:00:00,1758.68,1761.38,1757.44,1761.21,14038.205
93,2023-03-20 06:03:00,1761.2,1762.51,1759.11,1759.32,13347.961
94,2023-03-20 06:06:00,1759.32,1762.9,1759.15,1762.47,10514.102
95,2023-03-20 06:09:00,1762.47,1762.64,1760.86,1760.87,4707.871
96,2023-03-20 06:12:00,1760.86,1762.37,1760.08,1762.23,4291.692
97,2023-03-20 06:15:00,1762.24,1762.9,1760.1,1761.64,3058.186
98,2023-03-20 06:18:00,1761.63,1762.2,1760.44,1761.36,4474.128
99,2023-03-20 06:21:00,1761.36,1762.0,1761.36,1762.0,120.215
