,time,open,high,low,close,volume
0,2023-03-16 01:36:00,24288.0,24308.9,24273.9,24288.3,730.846
1,2023-03-16 01:39:00,24288.5,24305.1,24270.0,24289.1,549.954
2,2023-03-16 01:42:00,24289.1,24295.7,24256.9,24266.4,438.025
3,2023-03-16 01:45:00,24266.4,24295.9,24229.2,24273.3,993.479
4,2023-03-16 01:48:00,24273.2,24299.3,24263.0,24296.5,507.323
5,2023-03-16 01:51:00,24296.5,24344.2,24296.5,24310.0,988.191
6,2023-03-16 01:54:00,24310.1,24344.2,24310.1,24313.7,674.099
7,2023-03-16 01:57:00,24313.7,24330.5,24310.0,24328.4,539.183
8,2023-03-16 02:00:00,24328.4,24350.0,24311.9,24313.4,656.734
9,2023-03-16 02:03:00,24313.4,24335.3,24304.8,24330.3,329.922
10,2023-03-16 02:06:00,24330.3,24407.7,24330.3,24392.5,1739.208
11,2023-03-16 02:09:00,24392.5,24397.7,24364.7,24365.9,748.289
12,2023-03-16 02:12:00,24365.9,24386.0,24342.0,24384.0,607.185
13,2023-03-16 02:15:00,24383.9,24395.8,24368.8,24384.3,523.145
14,2023-03-16 02:18:00,24384.3,24387.5,24362.4,24370.3,361.282
15,2023-03-16 02:21:00,24370.4,24425.5,24369.7,24421.2,768.414
16,2023-03-16 02:24:00,24421.1,24426.0,24402.5,24424.0,592.904
17,2023-03-16 02:27:00,24424.1,24440.0,24400.0,24414.1,1047.653
18,2023-03-16 02:30:00,24414.1,24414.9,24392.6,24405.5,507.137
19,2023-03-16 02:33:00,24405.4,24405.5,24372.0,24399.8,542.964
20,2023-03-16 02:36:00,24399.8,24399.9,24378.9,24394.2,300.474
21,2023-03-16 02:39:00,24394.3,24411.9,24383.9,24407.4,448.262
22,2023-03-16 02:42:00,24407.4,24415.0,24380.3,24396.4,408.841
23,2023-03-16 02:45:00,24396.1,24402.5,24388.0,24399.0,332.798
24,2023-03-16 02:48:00,24399.0,24402.2,24386.0,24391.7,305.78
25,2023-03-16 02:51:00,24391.8,24402.6,24382.8,24402.6,292.99
26,2023-03-16 02:54:00,24402.6,24409.6,24380.9,24389.3,546.716
27,2023-03-16 02:57:00,24389.4,24389.4,24364.1,24365.6,474.838
28,2023-03-16 03:00:00,24365.5,24386.2,24362.4,24370.9,481.275
29,2023-03-16 03:03:00,24370.9,24370.9,24310.1,24330.3,1381.463
30,2023-03-16 03:06:00,24330.4,24348.3,24300.1,24348.3,663.746
31,2023-03-16 03:09:00,24348.3,24350.0,24270.0,24275.4,1111.404
32,2023-03-16 03:12:00,24275.3,24290.8,24252.0,24257.4,995.321
33,2023-03-16 03:15:00,24257.4,24292.0,24252.7,24270.0,818.757
34,2023-03-16 03:18:00,24270.1,24307.6,24270.1,24302.3,812.891
35,2023-03-16 03:21:00,24302.3,24324.9,24300.7,24312.4,490.139
36,2023-03-16 03:24:00,24312.4,24320.3,24285.8,24285.8,295.271
37,2023-03-16 03:27:00,24285.8,24316.3,24270.0,24309.2,520.311
38,2023-03-16 03:30:00,24309.3,24321.1,24298.7,24314.1,531.319
39,2023-03-16 03:33:00,24314.1,24314.1,24290.3,24290.3,352.965
40,2023-03-16 03:36:00,24290.3,24294.0,24260.0,24263.1,500.459
41,2023-03-16 03:39:00,24263.1,24283.1,24257.4,24273.3,395.555
42,2023-03-16 03:42:00,24273.3,24290.0,24267.0,24269.7,314.981
43,2023-03-16 03:45:00,24269.6,24274.8,24260.2,24263.3,349.296
44,2023-03-16 03:48:00,24263.3,24267.8,24233.7,24267.8,867.739
45,2023-03-16 03:51:00,24267.8,24269.0,24248.9,24257.3,406.435
46,2023-03-16 03:54:00,24257.3,24267.0,24238.9,24263.1,364.051
47,2023-03-16 03:57:00,24263.1,24280.8,24263.1,24271.9,396.01
48,2023-03-16 04:00:00,24271.9,24288.6,24267.0,24267.1,561.987
49,2023-03-16 04:03:00,24267.0,24267.4,24243.4,24250.2,592.105
50,2023-03-16 04:06:00,24250.3,24305.6,24244.4,24304.0,803.031
51,2023-03-16 04:09:00,24304.1,24317.4,24288.3,24289.0,557.816
52,2023-03-16 04:12:00,24289.0,24314.0,24276.0,24297.0,504.506
53,2023-03-16 04:15:00,24297.0,24298.1,24264.3,24271.3,451.388
54,2023-03-16 04:18:00,24271.3,24283.6,24265.7,24267.6,344.746
55,2023-03-16 04:21:00,24267.6,24280.9,24260.0,24273.3,328.729
56,2023-03-16 04:24:00,24273.2,24310.4,24273.2,24310.3,424.344
57,2023-03-16 04:27:00,24310.3,24312.2,24291.5,24293.3,351.204
58,2023-03-16 04:30:00,24293.4,24297.3,24275.0,24281.0,336.02
59,2023-03-16 04:33:00,24281.0,24281.0,24238.5,24246.8,630.477
60,2023-03-16 04:36:00,24246.8,24254.1,24202.6,24241.8,1249.465
61,2023-03-16 04:39:00,24241.8,24248.0,24219.4,24222.3,674.134
62,2023-03-16 04:42:00,24222.4,24222.4,24178.0,24212.6,1546.242
63,2023-03-16 04:45:00,24212.5,24247.0,24202.8,24237.1,550.598
64,2023-03-16 04:48:00,24237.1,24244.9,24229.6,24235.6,365.932
65,2023-03-16 04:51:00,24235.7,24238.8,24202.2,24212.0,475.021
66,2023-03-16 04:54:00,24211.9,24229.4,24205.4,24220.9,325.815
67,2023-03-16 04:57:00,24220.8,24267.0,24220.8,24267.0,678.028
68,2023-03-16 05:00:00,24267.0,24273.3,24255.4,24271.3,606.316
69,2023-03-16 05:03:00,24271.4,24274.7,24248.8,24248.9,667.193
70,2023-03-16 05:06:00,24248.9,24250.0,24234.6,24244.4,596.297
71,2023-03-16 05:09:00,24244.4,24265.8,24240.0,24246.2,327.131
72,2023-03-16 05:12:00,24246.2,24274.6,24238.8,24268.8,326.917
73,2023-03-16 05:15:00,24268.8,24277.5,24250.0,24257.7,416.769
74,2023-03-16 05:18:00,24257.7,24283.2,24257.6,24283.1,456.597
75,2023-03-16 05:21:00,24283.2,24338.0,24283.1,24337.9,1815.799
76,2023-03-16 05:24:00,24338.0,24411.3,24337.9,24397.6,3288.632
77,2023-03-16 05:27:00,24397.6,24436.7,24376.1,24376.4,2789.868
78,2023-03-16 05:30:00,24376.6,24470.5,24362.4,24431.4,2599.59
79,2023-03-16 05:33:00,24431.3,24440.0,24367.4,24371.3,1336.508
80,2023-03-16 05:36:00,24371.3,24412.8,24367.4,24401.2,642.778
81,2023-03-16 05:39:00,24401.2,24419.3,24390.2,24391.3,687.641
82,2023-03-16 05:42:00,24391.4,24392.4,24365.3,24378.1,747.964
83,2023-03-16 05:45:00,24378.0,24410.0,24369.1,24403.3,651.381
84,2023-03-16 05:48:00,24403.2,24403.3,24365.0,24383.9,493.611
85,2023-03-16 05:51:00,24383.9,24395.9,24365.0,24382.5,536.795
86,2023-03-16 05:54:00,24382.4,24397.4,24368.7,24370.0,567.093
87,2023-03-16 05:57:00,24370.0,24377.5,24337.7,24345.0,1406.476
88,2023-03-16 06:00:00,24345.1,24382.3,24343.0,24366.6,858.28
89,2023-03-16 06:03:00,24366.6,24494.5,24360.0,24455.7,3613.264
90,2023-03-16 06:06:00,24455.6,24480.3,24417.4,24460.0,2201.363
91,2023-03-16 06:09:00,24460.0,24540.0,24449.9,24524.9,2599.528
92,2023-03-16 06:12:00,24524.9,24524.9,24432.0,24458.5,2258.415
93,2023-03-16 06:15:00,24458.5,24502.5,24438.4,24445.0,1493.048
94,2023-03-16 06:18:00,24445.1,24459.1,24424.1,24453.5,1109.245
95,2023-03-16 06:21:00,24453.5,24494.2,24433.5,24440.5,908.729
96,2023-03-16 06:24:00,24440.4,24487.7,24435.2,24480.4,527.55
97,2023-03-16 06:27:00,24480.5,24484.3,24434.5,24444.0,690.746
98,2023-03-16 06:30:00,24443.8,24467.9,24442.9,24458.2,380.433
99,2023-03-16 06:33:00,24458.1,24461.9,24452.5,24452.6,22.37
